FACILITY_UNIT_PROCESS_ID,CWNS_ID,FACILITY_ID,STATE_CODE,INFRASTRUCTURE_TYPE,TREATMENT_TYPE,UNIT_PROCESS,EXISTING_FLAG,PLANNED_FLAG,UNIT_PROCESS_NOTES
3486,13000195008,1109212,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3485,13000195008,1109212,GA,Wastewater,Full Advanced Treatment for Potable Reuse,Media Filtration,,Y,
3484,13000195008,1109212,GA,Wastewater,Nutrient Removal and additional treatment,Filtration,,Y,
3487,13000195008,1109212,GA,Wastewater,Preliminary treatment,Screening,Y,,
3488,13000195008,1109212,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
3489,13000195008,1109212,GA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
3490,13000195008,1109212,GA,Wastewater,Solids handling,Biosolids Anaerobic Digestion without Energy Recovery,,Y,
2842,13000000394,3607594,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
1555,29000000139,3607595,MO,Wastewater,Preliminary treatment,Screening,Y,,
1556,29000000139,3607595,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1557,29000000139,3607595,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
3051,29000000139,3607595,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
1560,29000000220,3607596,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
1561,29000000220,3607596,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3190,13000040005,1109019,GA,Wastewater,Primary treatment,Flotation,Y,,
3191,13000040005,1109019,GA,Wastewater,Disinfection,"Disinfection, ozone",Y,,
3192,13000040005,1109019,GA,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,
3194,13000040005,1109019,GA,Wastewater,Full Advanced Treatment for Potable Reuse,Microfiltration (MF),Y,,
3189,13000040005,1109019,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
3195,13000040005,1109019,GA,Wastewater,Solids handling,Biosolids Thickening,Y,,
3188,13000040005,1109019,GA,Wastewater,Preliminary treatment,Screening,Y,,
3193,13000040005,1109019,GA,Wastewater,Full Advanced Treatment for Potable Reuse,Media Filtration,Y,,
3196,13000040005,1109019,GA,Wastewater,Solids handling,Biosolids Anaerobic Digestion with Energy Recovery,Y,,
3287,32000000023,3608703,NV,Wastewater,Nutrient Removal and additional treatment,Biological N removal,,Y,
3513,02000500008,3064708,AK,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1945,29004156001,1233307,MO,Wastewater,Preliminary treatment,Screening,Y,,
1946,29004156001,1233307,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
1947,29004156001,1233307,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1948,29004156001,1233307,MO,Wastewater,Disinfection,Dechlorination,Y,,
2532,29003081001,1133912,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2527,29003081001,1133912,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
2528,29003081001,1133912,MO,Wastewater,Preliminary treatment,Screening,Y,,
2529,29003081001,1133912,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,activated sludge aeration basin
2531,29003081001,1133912,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2530,29003081001,1133912,MO,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
2533,29003081001,1133912,MO,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,anaerobic selector basin
2275,29004052001,1134071,MO,Wastewater,Preliminary treatment,Screening,Y,,
2277,29004052001,1134071,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2278,29004052001,1134071,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2276,29004052001,1134071,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
2972,13000000426,3607967,GA,Wastewater,Preliminary treatment,Screening,Y,,
2970,13000000426,3607967,GA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2971,13000000426,3607967,GA,Wastewater,Disinfection,Dechlorination,Y,,
772,29001101001,1133380,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
773,29001101001,1133380,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
3158,29001101001,1133380,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",,Y,
3230,04001505030,3160729,AZ,Wastewater,Disinfection,"Disinfection, UV",Y,,
3464,04000000122,3608660,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3463,04000000122,3608660,AZ,Wastewater,Disinfection,"Disinfection, UV",Y,,
3305,51000199012,1192803,VA,Wastewater,Disinfection,"Disinfection, UV",Y,,
3306,51000199012,1192803,VA,Wastewater,Solids handling,Biosolids Incineration,Y,,
3302,51000199012,1192803,VA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3304,51000199012,1192803,VA,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
3301,51000199012,1192803,VA,Wastewater,Preliminary treatment,Screening,Y,,
3303,51000199012,1192803,VA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
3290,32000047002,1144689,NV,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
3537,04000000124,3608721,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1084,29003867001,1134026,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1082,29003867001,1134026,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1083,29003867001,1134026,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1085,29003867001,1134026,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
3294,04001304001,1069437,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3440,48005053001,1227878,TX,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,activated sludge
3400,48005053001,1227878,TX,Wastewater,Preliminary treatment,Flow Equalization,Y,,
3402,48005053001,1227878,TX,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3403,48005053001,1227878,TX,Wastewater,Disinfection,"Disinfection, UV",Y,,
3401,48005053001,1227878,TX,Wastewater,Preliminary treatment,Screening,Y,,
3404,48005053001,1227878,TX,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,sludge lagoon
7150,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7147,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,Y,,
7148,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7151,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
7152,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,,Y,
7146,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,Y,,
7153,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,,Y,
7154,50000000028,3608825,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2849,13000000415,3607642,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
2942,13000012004,1108948,GA,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
2940,13000012004,1108948,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
2939,13000012004,1108948,GA,Wastewater,Preliminary treatment,Screening,Y,,
2941,13000012004,1108948,GA,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,
2943,13000012004,1108948,GA,Wastewater,Solids handling,Biosolids Thickening,Y,,
2944,13000012004,1108948,GA,Wastewater,Primary treatment,Flotation,Y,,
2938,13000012004,1108948,GA,Wastewater,Disinfection,"Disinfection, UV",Y,,Will be replaced by new system.
1516,29002469001,1133857,MO,Wastewater,Preliminary treatment,Screening,Y,,
1517,29002469001,1133857,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
1518,29002469001,1133857,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3148,29002469001,1133857,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
7075,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,Y,,
7078,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7080,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
7081,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,,Y,
7082,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
7079,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,,Y,
7076,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,Y,,
7077,50000000022,3608819,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
3470,39000000148,3608833,OH,Wastewater,Disinfection,"Disinfection, UV",Y,,
3471,39000000148,3608833,OH,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
3468,39000000148,3608833,OH,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3469,39000000148,3608833,OH,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,Aeration basin.
3467,39000000148,3608833,OH,Wastewater,Preliminary treatment,Screening,Y,,
7467,12000000043,3608666,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
3438,48001114001,1227764,TX,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3436,48001114001,1227764,TX,Wastewater,Preliminary treatment,Flow Equalization,Y,,flow equalization basin
3439,48001114001,1227764,TX,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,trickling filter - fixed spray
3442,48001114001,1227764,TX,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,oxidation ditch
3443,48001114001,1227764,TX,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3444,48001114001,1227764,TX,Wastewater,Secondary treatment,"Suspended Growth, Anaerobic",Y,,anaerobic digestion
3445,48001114001,1227764,TX,Wastewater,Solids handling,Biosolids Drying,Y,,
3437,48001114001,1227764,TX,Wastewater,Preliminary treatment,Screening,Y,,
3396,48003290001,1227830,TX,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,activated sludge
3397,48003290001,1227830,TX,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3398,48003290001,1227830,TX,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,aerobic digestion
3399,48003290001,1227830,TX,Wastewater,Solids handling,Biosolids Drying,Y,,
3395,48003290001,1227830,TX,Wastewater,Preliminary treatment,Screening,Y,,
1743,29000000140,3607601,MO,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,sequencing batch reactor
1742,29000000140,3607601,MO,Wastewater,Preliminary treatment,Screening,Y,,
2171,29000000267,3607854,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2170,29000000267,3607854,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2169,29000000267,3607854,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
2304,54000000029,3607860,WV,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
2307,54000000029,3607860,WV,Wastewater,Secondary treatment,"Biosolids Aerobic Digestion, Air",,Y,Aerobic Digester
2303,54000000029,3607860,WV,Wastewater,Preliminary treatment,Screening,Y,,
2305,54000000029,3607860,WV,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2306,54000000029,3607860,WV,Wastewater,Secondary treatment,"Biological Treatment, Other",,Y,Equalization Basin with Anoxic Basin
2308,54000000029,3607860,WV,Wastewater,Full Advanced Treatment for Potable Reuse,Microfiltration (MF),,Y,
2309,54000000029,3607860,WV,Wastewater,Disinfection,"Disinfection, UV",,Y,
2666,29000000286,3607934,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2667,29000000286,3607934,MO,Wastewater,Disinfection,Dechlorination,Y,,
2665,29000000286,3607934,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
2788,29000000291,3608011,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),,Y,Oxidation Ditch
2789,29000000291,3608011,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",,Y,Return activated sludge
2787,29000000291,3608011,MO,Wastewater,Preliminary treatment,Screening,,Y,
2791,29000000291,3608011,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",,Y,
2792,29000000291,3608011,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,,Y,
2793,29000000291,3608011,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
2790,29000000291,3608011,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
1233,29001216002,1133548,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
3457,04000000125,3608796,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",,Y,
3480,13000195009,1109213,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3483,13000195009,1109213,GA,Wastewater,Full Advanced Treatment for Potable Reuse,Media Filtration,,Y,
3481,13000195009,1109213,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
3482,13000195009,1109213,GA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
3492,13000195009,1109213,GA,Wastewater,Nutrient Removal and additional treatment,Filtration,,Y,
3479,13000195009,1109213,GA,Wastewater,Preliminary treatment,Screening,Y,,
2517,29000000280,3607898,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2515,29000000280,3607898,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic tanks
2516,29000000280,3607898,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filters
7390,12000000039,3608445,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
3497,04001904012,1069572,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3591,51000006001,1192588,VA,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
3592,51000006001,1192588,VA,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3590,51000006001,1192588,VA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3587,51000006001,1192588,VA,Wastewater,Disinfection,"Disinfection, UV",Y,,
3588,51000006001,1192588,VA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
3589,51000006001,1192588,VA,Wastewater,Preliminary treatment,Screening,Y,,
3593,51000006001,1192588,VA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
3594,51000006001,1192588,VA,Wastewater,Solids handling,Biosolids Thickening,Y,,
7272,12000000051,3609123,FL,Stormwater,Green infrastructure,Permeable pavement,Y,,
7271,12000000051,3609123,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
3556,04001903006,3536696,AZ,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,Aerated facultative stabilization pond produces Class C effluent and is delivered for agricultural reuse to an adjacent farm.
3803,04001903006,3536696,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",,Y,
638,29000000066,3607439,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
636,29000000066,3607439,MO,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
639,29000000066,3607439,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
637,29000000066,3607439,MO,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,
635,29000000066,3607439,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge treatment train
634,29000000066,3607439,MO,Wastewater,Preliminary treatment,Screening,Y,,
2140,29000000243,3607824,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
2141,29000000243,3607824,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2142,29000000243,3607824,MO,Wastewater,Disinfection,Dechlorination,Y,,
3944,04000000135,3609209,AZ,Wastewater,Disinfection,"Disinfection, UV",Y,,
3943,04000000135,3609209,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3891,13000199001,1109220,GA,Wastewater,Disinfection,Dechlorination,Y,,
3892,13000199001,1109220,GA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
3886,13000199001,1109220,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3887,13000199001,1109220,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
3890,13000199001,1109220,GA,Wastewater,Disinfection,"Disinfection, UV",,Y,
3885,13000199001,1109220,GA,Wastewater,Preliminary treatment,Screening,Y,,
3889,13000199001,1109220,GA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3888,13000199001,1109220,GA,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3893,13000199001,1109220,GA,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
1253,29002297001,1133771,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1252,29002297001,1133771,MO,Wastewater,Secondary treatment,"Lagoon, Other",Y,,activated sludge lagoon
1255,29002297001,1133771,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1254,29002297001,1133771,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2845,13000000411,3607636,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
1630,29000000143,3607637,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1629,29000000143,3607637,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1615,29001010002,1133241,MO,Wastewater,Preliminary treatment,Screening,Y,,
1616,29001010002,1133241,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
1618,29001010002,1133241,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1617,29001010002,1133241,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1619,29001010002,1133241,MO,Wastewater,Solids handling,Biosolids Thickening,Y,,
1479,29001008001,1133235,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
1477,29001008001,1133235,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1476,29001008001,1133235,MO,Wastewater,Disinfection,Dechlorination,Y,,
1478,29001008001,1133235,MO,Wastewater,Solids handling,Biosolids Thickening,Y,,
747,29003593001,1133987,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
749,29003593001,1133987,MO,Wastewater,Preliminary treatment,Screening,Y,,
745,29003593001,1133987,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
748,29003593001,1133987,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
746,29003593001,1133987,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2423,29001024002,1133293,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
2424,29001024002,1133293,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3236,04002512001,1069629,AZ,Wastewater,Disinfection,"Disinfection, UV",Y,,
3466,04002512001,1069629,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",,Y,
1856,29000000155,3607717,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1854,29000000155,3607717,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic tanks
1857,29000000155,3607717,MO,Wastewater,Disinfection,Dechlorination,Y,,
1855,29000000155,3607717,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
2984,13000000431,3607972,GA,Wastewater,Preliminary treatment,Screening,Y,,
2983,13000000431,3607972,GA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2815,37005004010,3607990,NC,Wastewater,Nutrient Removal and additional treatment,Filtration,,Y,Dual train cloth media disc filters
2814,37005004010,3607990,NC,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",,Y,Dual train Sequencing Batch Reactors and post aeration basins
2813,37005004010,3607990,NC,Wastewater,Preliminary treatment,Screening,,Y,Mechanilcal bar screen and vortex grit removal system
2816,37005004010,3607990,NC,Wastewater,Disinfection,"Disinfection, UV",,Y,Parrallel UV units
3344,48004207001,1227852,TX,Wastewater,Preliminary treatment,Screening,Y,,
3347,48004207001,1227852,TX,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
3346,48004207001,1227852,TX,Wastewater,Solids handling,Biosolids Drying,Y,,
3348,48004207001,1227852,TX,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3345,48004207001,1227852,TX,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7015,50000000044,3609147,VT,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
7016,50000000044,3609147,VT,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
7017,50000000044,3609147,VT,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,"4 cells, May be super primaries"
7014,50000000044,3609147,VT,Wastewater,Preliminary treatment,Screening,Y,,
7018,50000000044,3609147,VT,Wastewater,Disinfection,"Disinfection, UV",Y,,
4101,50000002001,1094053,VT,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
4102,50000002001,1094053,VT,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,Spray Field Disposal
4100,50000002001,1094053,VT,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
2694,54001710001,1094847,WV,Wastewater,Disinfection,Advanced oxidation process (AOP),Y,,
2629,54001710001,1094847,WV,Wastewater,Disinfection,"Disinfection, UV",Y,,
2695,54001710001,1094847,WV,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
343,29004051101,1134070,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
344,29004051101,1134070,MO,Wastewater,Disinfection,Dechlorination,Y,,
342,29004051101,1134070,MO,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
3980,29004051101,1134070,MO,Wastewater,Preliminary treatment,Screening,Y,,STEP
7089,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
7087,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7088,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7091,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,,Y,
7086,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,Y,,
7090,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,,Y,
7085,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,Y,,
7092,50000000030,3608827,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
3965,13000210001,1109243,GA,Wastewater,Preliminary treatment,Screening,Y,,
3968,13000210001,1109243,GA,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
3956,13000210001,1109243,GA,Wastewater,Disinfection,"Disinfection, UV",Y,,
3966,13000210001,1109243,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3967,13000210001,1109243,GA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
2865,13000000419,3607649,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
1668,29001148035,1133459,MO,Wastewater,Preliminary treatment,Screening,Y,,septic tank
1669,29001148035,1133459,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1949,29001047001,1133328,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1950,29001047001,1133328,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1951,29001047001,1133328,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
2072,29001222001,1133554,MO,Wastewater,Preliminary treatment,Screening,Y,,
2074,29001222001,1133554,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2075,29001222001,1133554,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
2073,29001222001,1133554,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
3836,29001222001,1133554,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
2657,29001129001,1133409,MO,Wastewater,Preliminary treatment,Screening,Y,,
2659,29001129001,1133409,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2658,29001129001,1133409,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
2817,54002907001,3510476,WV,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,SBR WWTP
3252,39000000145,3608616,OH,Wastewater,Preliminary treatment,Screening,,Y,Bar screen
3253,39000000145,3608616,OH,Wastewater,Primary treatment,Primary Clarification or Sedimentation,,Y,
3254,39000000145,3608616,OH,Wastewater,Disinfection,"Disinfection, UV",,Y,
3317,50000023001,1094074,VT,Wastewater,Secondary treatment,Biological Nutrient Removal (BNR) Membrane Bio-Reactor (MBR),,Y,MBBR
3316,50000023001,1094074,VT,Wastewater,Preliminary treatment,Screening,,Y,
3318,50000023001,1094074,VT,Wastewater,Nutrient Removal and additional treatment,Filtration,,Y,
392,29000000046,3607411,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3165,29000000046,3607411,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic tank
1143,29002032002,1133649,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2465,29000000277,3607894,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1277,29001156001,1133481,MO,Wastewater,Preliminary treatment,Screening,Y,,
1279,29001156001,1133481,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1282,29001156001,1133481,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
1278,29001156001,1133481,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditches
1280,29001156001,1133481,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1281,29001156001,1133481,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,Step re-aeration
3527,13000000479,3608966,GA,Wastewater,Solids handling,Biosolids Aerobic Digestion,,Y,
3528,13000000479,3608966,GA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
3522,13000000479,3608966,GA,Wastewater,Disinfection,"Disinfection, UV",,Y,
3523,13000000479,3608966,GA,Wastewater,Full Advanced Treatment for Potable Reuse,Media Filtration,,Y,
3524,13000000479,3608966,GA,Wastewater,Preliminary treatment,Screening,,Y,
3526,13000000479,3608966,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",,Y,
3525,13000000479,3608966,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,,Y,
1921,29002371001,1233252,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1524,29004142001,1134156,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
2422,29004142001,1134156,MO,Wastewater,Solids handling,Biosolids Drying,Y,,
2404,29003704001,1133994,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1848,13000000421,3607712,GA,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
