WDID,Place ID,Facility Name,NPDES No.,Region,Latitude_CIWQS,Longitude_CIWQS,Latitude_CWNS,Longitude_CWNS,CWNS_ID,FACILITY_ID,CWNS Facility Name
3 359803001,251675,Rancho Larios WWTP,,3,36.843921,-121.575067,,,,,
3 401019001,251631,Rancho Colina MH Estates STP,,3,35.39066,-120.83933,,,,,
8 363000001,835078,Sterling Natural Resource Center WWTF,,8,34.10854,-117.25055,,,,,
5C201005001,201072,Madera Cnty #28 Ripperdan WWTF,,5F,36.853973,-120.056534,,,,,
5B051022001,222129,EBMUD Pardee Center WWTF,,5S,38.24354,-120.84308,,,,,
5A321020001,216087,Creekside Subdivision,,5R,40.26393,-121.08597,,,,,
1A75211OSIS,229643,Happy Camp WWTP,,1,41.77696,-123.39872,,,,,
5C221007001,239543,Mariposa Pines WWTF,,5F,37.46221,-119.94741,,,,,
3 441000001,210116,Boulder Creek Golf & Cntry Club WWTP,,3,37.15394,-122.16183,,,,,
3 401039001,215915,Country Club Estates SLO Co CSA-18,,3,35.21412,-120.6309,,,,,
3 400109001,255430,San Miguel CSD Machado WWTP,,3,35.75895,-120.69347,35.7553,-120.6958,06003035001,1238813,SAN MIGUEL STP
3 401021001,272525,San Miguelito Wild Cherry Canyon,,3,35.19498,-120.75857,,,,,
5A34NC00041,739749,Rancho Seco Recreational Area WWTF,,5S,38.35111,-121.11714,,,,,
3 420108005,222442,"El Estero Reclamation Facility, Recycle Water Use",,SB,34.417642,-119.684622,,,,,
3 420116002,233409,Jalama Beach County Park WWTP,,3,34.51026,-120.50098,,,,,
3 441001001,209483,Big Basin Woods Subdivision WWTP,,3,37.14488,-122.15683,,,,,
3 270619758,255306,San Jerardo WWTP,,3,36.64221,-121.53721,,,,,
5C221011001,227501,Golden Hills Mobile Home Park,,5F,37.690137,-120.316413,,,,,
1B80162OHUM,239317,Manila CSD WWTP,,1,40.85109,-124.16887,,,,,
1B89051RSON,255836,"Sonoma Co Service Area 41, Zone 2, Sea Ranch Onsite Wastewater Management Zone",,1,38.70563,-123.44862,,,,,
5C101109001,224827,Foothill Elementary School WWTF,,5F,37.03695,-119.51967,,,,,
5C101003001,273188,Sierra High School WWTF,,5F,37.03762,-119.45378,,,,,
3 420113001,212455,Cachuma Lake Recreation Area WWTP,,3,34.57719,-119.97852,34.576126,-119.917316,06003003001,1175374,Lake Cachuma County Park WWTF
5D541049001,273152,River Island East WWTF,,5F,36.100597,-118.850604,,,,,
5A041015001,214327,Chico Mobile Country Club WWTP,,5R,39.70168,-121.84642,,,,,
5B20NC00059,244531,The Preserve at Millerton Lake,,5F,37.0092,-119.728,,,,,
3 270316559,255653,Santa Lucia WW Recycling Facility (Prod/User),,3,36.45362,-121.80188,,,,,
3 420104001,236124,Laguna County Sanitation District Reclamation Plant,,3,34.89129,-120.50414,34.8925,-120.5039,06003049001,1175417,Laguna CSD WWTF
5B031025001,226847,Gayla Manor WWTP,,5S,38.403755,-120.627291,,,,,
5A041010001,252613,Richardson Springs CSD,,5R,39.828303,-121.822063,,,,,
5D160801001,215698,Corcoran State Prison WWTF,,5F,36.06023,-119.55285,,,,,
3 400115001,240168,Meadowbrook WWTF (Templeton CSD),,3,35.53263,-120.70822,,,,,
1A88031RSIS,263172,Tennant CSD ST/LF,,1,41.588056,-121.90888,,,,,
5A04NC00001,270563,The Villas at Butte Creek WWTP,,5R,39.6894,-121.77431,,,,,
5D100117001,273195,Tranquillity WWTF,,5F,36.65329,-120.23979,,,,,
3 350103001,266350,Tres Pinos WWTP,,3,36.790553,-121.326822,36.79,-121.32,06003083001,1175446,TRES PINOS WWTF
1A97069RTRI,229873,Trinity County Waterworks District #1 Hayfork WWTP,,1,40.54044,-123.20216,,,,,
5D540136004,219515,Delft Colony WWTF,,5F,36.507749,-119.447132,,,,,
5C201008001,212973,Camp Sugar Pine,,5F,37.45175,-119.63714,,,,,
5D540136003,266310,Traver WWTF,,5F,36.453405,-119.473043,,,,,
7A130139001,859673,Calexico Border Patrol Station,,7,32.689499,-115.430999,,,,,
5A280700001,204492,Admin Center & Oak Shores Day Use Area,,5S,38.55074,-122.22914,,,,,
5D541003004,206529,Ash Mountain WWTF,,5F,36.490311,-118.830268,,,,,
5D540700001,227781,Grant Grove WWTF,,5F,36.743413,-118.975874,,,,,
5D541003003,214873,Clover Creek WWTF,,5F,36.605664,-118.750193,,,,,
5A32NC00018,228018,Grizzly Ranch CSD,,5R,39.804167,-120.491389,,,,,
5C240103002,273116,Gustine WWTF,,SB,37.25295,-120.96484,37.2458,-121.0219,06005297001,1175754,Gustine WWTF
7A130135001,232259,Imperial CCD WWTP,,7,32.825361,-115.567417,32.8255,-115.5054,06007023001,1175931,Imperial Commun Colleges Dist WWTF
5C200701001,230092,Hensley Lake,,5F,37.11521,-119.89489,,,,,
5C200102006,201069,Madera Cnty #22A-Oakhurst WWTF,,5F,37.3284,-119.66704,,,,,
3 351000001,252700,Ridgemark Estates WWTP,,3,36.8114,-121.37708,,,,,
5D160105001,273135,Stratford WWTF,,5F,36.18654,-119.81629,,,,,
5D151049001,273155,National Chavez Center WWTF,,5F,35.22357,-118.56231,,,,,
4A560106003,216832,Camrosa Water Reclamation Facility,,SB,34.17162,-119.053202,,,,,
1B14140RHUM,812326,Willow Creek CSD WWTF,,1,40.94112,-123.63234,,,,,
1A84073OSIS,274538,Yreka City WWTP,,1,41.7441,-122.63073,41.747174,-122.628493,06001042001,1175207,Yreka WWTF
5C15NC00279,273161,Bear Valley CSD WWTF,,5F,35.16531,-118.6662,,,,,
4A560103002,848096,Moorpark WRF - WDR,,4,34.2714968,-118.936156,34.278975,-118.893700,06004014001,1175501,Moorpark WWTF
8 360108001,259181,Big Bear WWRF,,SB,34.26563,-116.81496,34.267733,-116.815846,06008007001,1175956,BIG BEAR AREA REG WWTF
5C54NC00299,241826,Mountain Home Conservation Camp,,5F,36.23766,-118.68545,,,,,
2 215002001,205781,Angel Island State Pk - WWTP,,2,37.86842,-122.43484,,,,,
1B87042NHUM,272009,Weott WWTP,,1,40.32245,-123.92474,,,,,
5C240102001,273111,Dos Palos WWTF,,5F,36.98841,-120.6829,36.997549,-120.682669,06005046001,1175566,DOS PALOS STP
5A323001003,210659,Bucks Lake Sewer Facilities,,5R,39.92961,-121.06079,,,,,
2 071227001,223236,East Brother Light StationWWTP,,2,37.96327,-122.43336,,,,,
5D540103001,273112,Exeter WWTF,,SB,36.28927,-119.14325,36.2756,-119.1603,06005178001,1175688,Exeter WWTF
4A560101001,225881,Fillmore WWTP and Wastewater Recycling Plant,,SB,34.39048,-118.94034,,,,,
5A04NC00067,209551,City of Biggs WWTP,,5R,39.413736,-121.710953,39.410203,-121.716800,06005265001,1175744,BIGGS WWTF
9 000000830,272975,Woods Valley Ranch Water Reclamation Facility,,9,33.21303,-117.03347,,,,,
5C220701001,227217,Glacier Point WWTF,,5F,37.73042,-119.57365,,,,,
5C550700003,274505,White Wolf WWTF,,5F,37.87223,-119.6513,,,,,
3 421003001,216428,Cuyama CSD WWTP,,3,34.95129,-119.69422,34.9522,-119.6961,06003068001,1175436,CUYAMA WWTF
5D160700001,236857,Lemoore NAS WWTF,,5F,36.27557,-119.82353,,,,,
5B031026001,239038,Mace Meadows Leachfield/Fairway Pines Leachfield,,5S,38.456986,-120.547962,,,,,
5D100115001,273133,Sanger WWTF,,SB,36.64588,-119.53989,,,,,
6B150116001,252695,Ridgecrest WTF,,SB,35.670026,-117.638706,,,,,
5C10NC00167,273131,Reedley WWTF,,SB,36.58189,-119.46542,36.5797,-119.4654,06005244001,1175730,REEDLEY WWTP
5A520104001,236190,Lake California WWTP,,5R,40.33475,-122.21147,,,,,
5A310106007,248706,Pleasant Grove WWTP,,SB,38.78536,-121.37736,38.786204,-121.378326,06005227002,3520617,Pleasant Grove WWTP
5A58NC00037,209007,Beale AFB WWTP,,5S,39.08873,-121.42396,,,,,
5A48SC00002,227140,Gibson Canyon Creek WWTP,,5S,38.351027,-121.993718,,,,,
4A560103003,243377,Moorpark WRF - WRR,,SB,34.271889,-118.935988,,,,,
5D540113001,273138,Visalia Water Reclamation Facility (WRF),,SB,36.31234,-119.40435,36.3119,-119.4121,06005078001,1175596,Visalia WWTP
5B50NC00002,247782,City of Patterson WQCF,,SB,37.49636,-121.09183,37.4983,-121.0953,06005126001,1175657,PATTERSON WWTF
5C101016001,273145,Canyon Fork WWTF,,5F,37.08078,-119.48541,,,,,
2 283102001,614538,Mustards Grill WWTP,,2,38.41895,-122.38822,,,,,
5C221006001,273159,Yosemite-Mariposa KOA WWTF,,5F,37.54343,-119.9231,,,,,
9 000000792,259163,STP 10 & 11,,9,33.3122,-117.36811,,,,,
9 000000671,248629,Plant #12,,9,33.24482,-117.33143,,,,,
6B369805001,204475,Adelanto WWTP,,SB,34.595221,-117.408261,,,,,
8 332196001,259187,Creekside MHP WWTP,,8,33.80612,-117.50295,,,,,
5B03NC00004,272563,Wildwood Est Leachfield,,5S,38.394975,-120.635869,,,,,
,242162,,,,nan,nan,,,,,
5D101028001,235051,Kings Canyon MHP,,5F,36.760916,-119.112263,,,,,
5A581009001,274558,Yuba Cnty Motorplex WWTF,,5S,39.04263,-121.4925,,,,,
5B24NC00303,273182,Planada WWTF,,5F,37.27692,-120.33191,37.2892448,-120.3241137,06005066001,1175587,Planada WWTF
1B80154OMEN,230693,Hopland Public Utilities District,,1,38.96684,-123.11246,38.9528,-123.0983,06001013001,1175183,HOPLAND WWTF
3 400103001,241479,Morro Bay/Cayucos WWTP,,SB,35.379281,-120.860776,,,,,
4A560114007,734616,New Piru WTF,,4,34.40082,-118.82542,34.4008,-118.8267,06004020001,1175507,New Piru WWTF
5A060100001,206149,Arbuckle WWTP,,5S,39.02995,-122.05737,,,,,
5D160100001,206355,Armona CSD WWTF,,5F,36.30566,-119.70093,,,,,
5D150107001,273104,Arvin WWTF,,SB,35.1864,-118.84748,35.210020,-118.832277,06005142001,1175663,ARVIN WWTF
2 283096001,256477,Auberge Du Soleil WWTP,,2,38.49354,-122.40609,,,,,
5A311009001,206732,Auburn Valley CSD WWTF,,5S,39.0045212,-121.1520213,,,,,
5D160101001,273160,Avenal WWTF,,SB,35.97727,-120.11307,35.978909,-120.114727,06005261001,1175742,AVENAL WWTF
4B190107100,268043,Encinal Canyon Water Recycling Plant on Tract 46277,,4,34.051389,-118.871667,,,,,
5D541023001,256301,Badger Hill Septic Tank Management Program,,5F,36.2959,-119.10199,,,,,
5C221004001,209726,Black Oak General Store,,5F,37.71022,-120.31481,,,,,
6B360100001,208572,Baker WTF,,6V,35.259279,-116.072756,,,,,
5D150100002,273209,Bakersfield WWTP #3,,SB,35.27829,-119.07755,35.2758,-119.0742,06005010002,1175531,Bakersfield WWTP #3
5D150100001,273208,Bakersfield WWTP #2,,SB,35.32496,-118.98541,35.3251,-118.9844,06005010001,1175530,Bakersfield WWTP #2
5A281001001,209349,Berryessa Pines WWTF,,5S,38.533295,-122.227678,,,,,
7A360100011,208930,BB Reg WWA-Lucerne Vly,,7,,,,,,,
5B05NP00005,248424,Pine Grove Community Leachfield System,,5S,38.41141,-120.667305,,,,,
6B149107005,209527,Big Pine Indian RES WTF,,6V,37.167149,-118.277024,,,,,
5B030106001,248753,Plymouth WWTP,,5S,38.48185,-120.84466,38.4939,-120.8886,06005094001,1238819,PLYMOUTH WWTF
5C240114001,240362,Housing Authority Cnty of Merced - Los Banos,,5F,37.09967,-120.83346,37.100372,-120.869179,06005026001,1175548,LOS BANOS WWTF
5A090102009,205543,American River Resort WWTP,,5S,38.79886,-120.88596,,,,,
5B031010001,216284,CSA 3-Lake Camanche WWTP,,5S,38.24955,-120.94998,,,,,
1B73118OHUM,269584,USFS Orleans Ranger Station STP,,1,41.3038,-123.53723,,,,,
5A320119001,208536,Bailey Creek WWTF,,5R,40.295483,-121.133542,,,,,
5B05NC00004,227381,New Melones Lake Glory Hole Recreation Area,,5S,38.04594,-120.52594,,,,,
5A450107001,210854,Burney STP,,5R,40.90354,-121.64292,,,,,
5A040108001,210925,Butte CSA 21 Skansen Ponds and Rocky Bluffs,,5R,39.709478,-121.736667,,,,,
5A040107001,210913,Butte College WWTP,,5R,39.650585,-121.649239,,,,,
5D150101001,273164,Buttonwillow WWTF,,5F,35.40964,-119.46041,,,,,
5B070102002,210972,Byron Sanitary District WWTF,,5S,37.86694,-121.61733,37.866723,-121.615970,06005271001,1175746,BYRON SAN DIS WWTF
5B390106002,240716,Harney Lane Migrant Center,,5S,38.102254,-121.141207,,,,,
1B05160RSON,602220,Bohemian Grove,,1,38.4664,-122.9998,,,,,
5A480107001,220385,Dixon Migrant Center WWTF,,5S,38.38732,-121.77781,,,,,
5A450805006,245524,I-5 @ O'Brien SRRA,,5R,40.793694,-122.317717,,,,,
5A450805007,236297,I-5 @ Lakehead SRRA,,5R,40.91745,-122.39784,,,,,
5A060800001,239875,Maxwell Roadside Rest Station,,5S,39.362,-121.87976,,,,,
5A310802001,227451,Gold Run Roadside Rests,,5S,39.18073,-120.85577,,,,,
5A34NC00017,222624,Elkhorn Safety Roadside Rest Area,,5S,38.6718,-121.6123,,,,,
8 362370001,259226,Wagon Train Road Package Plant,,8,34.30711,-117.46731,,,,,
5B052000001,272716,Wilseyville WWTP,,5S,38.37459,-120.50968,,,,,
5B05NC00025,272109,West Point WWTF,,5S,38.378917,-120.529699,,,,,
1A171868RDN,833707,CDOT Collier Tunnel Rest Area,,1,41.89934,-123.7697,,,,,
1B75028OSON,209949,Bodega Bay Wastewater Reclamation Facility,,1,38.31889,-123.03476,38.319303,-123.034558,06001038001,1175204,BODEGA BAY WWTF
5D100101001,273107,Coalinga WWTF,,5F,36.14357,-120.338,36.143108,-120.337007,06005284001,1175750,COALINGA WWTF
6B150126001,210082,Boron STP,,6V,35.003954,-117.676913,,,,,
2 215126001,209809,Blue Mountain Center WWTP Ponds,,2,38.25126,-122.88265,,,,,
6B140101001,209662,Bishop Sewage Treatment Plant,,SB,37.356287,-118.374855,,,,,
5C240801003,255396,San Luis State REC Area,,5F,37.08206115793,-121.074785020827,,,,,
3 440801001,209225,Ben Lomond Conservation Camp,,3,37.131197,-122.168028,,,,,
5C550802001,247966,Peoria Flat Baseline Conservation Camp,,5F,37.897431,-120.50278,,,,,
5D150803003,271740,Wasco State Prison WWTF,,5F,35.589574,-119.406452,,,,,
5D100802001,240914,Miramonte Conservation Camp,,5F,36.66183,-119.080891,,,,,
5C10NC00045,214957,Coalinga State Hospital WWTF,,5F,36.13729,-120.23248,,,,,
5A310801001,229145,Granite Bay State Park,,5S,38.7124,-121.17464,,,,,
5C240801004,255383,San Luis Rec Area/Basalt Camp,,5F,37.0313,-121.0644,,,,,
5D100805001,248717,Pleasant Valley State Prison WWTF,,5F,36.137222,-120.243421,,,,,
5D540700003,215073,Colonel Allensworth State Historic Park,,5F,35.8632,-119.39032,,,,,
5C200800001,213592,CDC CCWF & VSP WWTF,,5F,37.09036,-120.14971,,,,,
2 215053001,255172,Samuel P Taylor St Pk WWTP,,2,38.02691,-122.73589,,,,,
5C240701001,255382,Gianelli (San Luis) Pump-Generate Plant WWTF,,5F,37.06683,-121.07627,,,,,
5A480800001,219551,Delta Conservation Camp,,5S,38.220175,-121.849365,,,,,
6A186000500,213580,"CCC @ Susanville, CSP-LC WTF",,6T,40.4021,-120.51432,,,,,
8 360800001,259185,CIM WWTP,,8,33.982673,-117.688912,,,,,
6B361809001,851487,Valley Wells Rest Area,,6V,35.43651,-115.70034,,,,,
5B051004001,256316,Sequoia Woods/Mountain Retreat WWTF,,5S,38.26519,-120.8366,,,,,
2 417025001,248933,Portola Redwood State Park WWTP,,2,37.28793,-122.21289,,,,,
2 071184001,258777,Stonehurst SD-6 WWTP,,2,37.971852,-122.142701,,,,,
5A09NC00009,215637,Cool Village WWTF,,5S,38.88802,-121.01623,,,,,
5B050109001,264856,Toyon Middle School,,5S,38.21366,-120.75719,,,,,
5C101012001,201064,Fresno Cnty #1-Tamarack Estates WWTF,,5F,37.19918,-119.20104,,,,,
3 271018003,272434,WHITE OAKS SUBDIVISION Onsite WW Treatment System,,3,36.47755,-121.73067,,,,,
3 270100009,247731,Pasadera Reclamation Facility (Producer),,3,36.57046,-121.77372,,,,,
3 271026001,236601,Las Palmas Ranch Reclamation Facility,,3,36.6126,-121.65588,,,,,
5A571005001,220844,Dunnigan WWTF,,5S,38.863889,-121.865278,,,,,
3 270803001,212962,Camp Roberts Main (West) Garrison WWTP,,3,35.79805,-120.73734,,,,,
6B150118001,212648,California City WTF,,SB,35.14196,-117.935665,,,,,
2 215091001,239451,Marconi Conference Center WWTP,,2,38.14347,-122.87914,,,,,
3 400102001,212858,Cambria CSD WWTP,,3,35.56323,-121.09079,35.567,-121.104,06003030001,1175398,Cambria WQCP
3 270129001,213029,Canada Woods Reclamation Facility,,3,36.53662,-121.84475,,,,,
5D100121001,726877,Caruthers WWTF,,5F,36.53648,-119.85232,,,,,
1B82076OMEN,213470,Caspar South Water District,,1,39.355221,-123.816529,,,,,
5C500100001,213947,Ceres WWTP,,SB,37.5796,-120.96723,,,,,
5C200100001,273106,Chowchilla WWTF,,SB,37.10552,-120.25674,37.1035684,-120.2667223,06005043001,1175563,Chowchilla WWTP
2 438538001,214541,Cinnabar Hills Golf Club WWTP,,2,37.165796,-121.755667,,,,,
4A190117002,805193,Vista Canyon Water Factory,,4,34.4146744,-118.4396601,,,,,
5C240101001,273168,Delhi WWTF,,5F,37.4148,-120.75625,37.409829,-120.750647,06005143001,1175664,DELHI STP
5A571008001,209595,Bill/Kathy's WWTF,,5S,38.88187,-121.97078,,,,,
5B050106001,209539,Big Trees County Houses WWTP,,5S,38.30331,-120.25827,,,,,
5B051003001,220618,Douglas Flat/Vallecito WWTP,,5S,38.10828,-120.45809,38.108744,-120.45728,06005082002,1175599,Vallecito/Douglas Flat WWTF
3 271018001,213294,Carmel Valley Ranch WWTP (Producer),,3,36.52041,-121.79925,,,,,
5D150102001,273109,Delano WWTF,,SB,35.770228,-119.303253,35.7632897,-119.3030814,06005042003,1175562,Delano WWTF
5C15NC00056,234915,Kern Valley State Prison WWTF,,5F,35.76656,-119.31754,,,,,
2 215004001,209987,Bolinas Community WWTP Pond System,,2,37.9097852,-122.6955255,,,,,
5B10NC00011,234146,Fresno Cnty Juvenile Justice WWTF,,5F,36.65705556,-119.7313889,,,,,
5D101122001,201083,Fresno Cnty #47-Quail Lake WWTF,,5F,36.7957557,-119.6007306,,,,,
5C100106002,201080,Fresno Cnty #41-Shaver Lake WWTF,,5F,37.08325,-119.3446389,,,,,
5D101026001,201079,Fresno Cnty #40-Shaver Springs WWTF,,5F,37.04375,-119.37625,,,,,
5C100106001,201078,Fresno Cnty #38-Sky Harbour WWTF,,5F,37.03561111,-119.6515556,,,,,
5C100106003,201076,Fresno Cnty #34-Millerton New Town WWTF,,5F,36.97347222,-119.6657222,,,,,
5C100106004,201074,Fresno Cnty #31B-Shaver Lake WWTF,,5F,37.08325,-119.3446389,,,,,
5D541041001,219395,Deer Creek RV Park,,5F,35.98334,-119.04905,,,,,
5A041025001,251660,Creekside Village,,5R,39.78034,-121.88911,,,,,
6B360106001,216135,Crestline SD Three WTF's,,6V,34.254284,-117.270822,,,,,
2 283114001,216322,CWMS WWTP (at Markham Vineyards),,2,38.515933,-122.485209,,,,,
3 440813511,219169,Davenport WWTP,,3,37.0188,-122.20502,,,,,
5D541013001,236755,Deer Meadow Leachfield,,5F,36.44952,-118.7198,,,,,
5D100128003,273167,Del Rey WWTF,,5F,36.663215,-119.5831,36.6632,-119.585,06005113001,1175644,DEL REY WWTF
7A330105021,209999,Bombay Beach STP,,7,33.36343,-115.7264,,,,,
5D100100001,273163,Biola WWTF,,5F,36.80008,-120.02536,,,,,
5A170100002,214812,Clearlake Oaks Co WTR Dis WWTP,,SB,39.01532,-122.65479,39.014857,-122.655133,06005282001,1175749,CLEARLAKE OAKS WWTF
5B050107004,224889,Forest Meadows WWT & RP,,5S,38.16368,-120.41881,,,,,
5D160102001,273108,Corcoran WWTF,,5F,36.079556,-119.557722,36.080078,-119.558887,06005246001,1175732,Corcoran WWTF
2 41GWRR864895,864895,Sharon Heights Recycled Water Facility,,2,37.420958,-122.222433,,,,,
5A341051001,252813,River City WWTF,,5S,38.3004,-121.22915,,,,,
1A80191OSIS,271945,Weed WWTP,,1,41.43869,-122.40343,41.431755,-122.375035,06001054001,1175220,WEED WWTF
1A89001NDN,213596,CDC Pelican Bay Prison WWTP,,1,41.8501,-124.1529,,,,,
5B051015002,212853,Camanche South Shore WWTP,,5S,38.2155,-120.92442,,,,,
2 019425001,216797,Camp Arroyo at Del Valle R.P.,,2,37.61811,-121.75559,,,,,
2 019117001,219502,Del Valle Regional Park WWTP,,2,37.58683,-121.70328,,,,,
6B140108001,222071,Eastern Sierra CSD WWTF,,6V,37.355471,-118.369097,,,,,
5B09NC00006,641209,Union Mine Disposal Site,,5S,38.64276,-120.831,,,,,
5A09NC00002,239773,EID Master Reclamation Permit,,5S,38.635166,-120.984315,,,,,
5A090102012,236985,Lift Station Equalization Pond,,5S,38.79537,-120.94956,,,,,
5B03NC00034,741089,Camanche North Shore Recreation Area Water Treatment Plant Land Application,,5S,38.23694,-120.94215,,,,,
8 332122003,259210,EVMWD Railroad Canyon WWRF,,SB,33.66713,-117.26453,33.664247,-117.276134,06008034001,1175989,Railroad Canyon WWTP
5B390101001,222916,Escalon Treatment Plant,,SB,37.75659,-121.00295,37.761148,-121.138859,06005158001,1175676,ESCALON WWTF
5D150105001,273142,Kern Sanitation Authority WWTF,,SB,35.35213,-118.95876,,,,,
5A520105001,227080,Gerber STP,,5R,40.09035,-122.1729,,,,,
5A091003001,227425,Gold Beach Park,,5S,38.74264,-120.43576,,,,,
4A190107001,229051,Gorman WWTP,,4,34.793,-118.8447,,,,,
5C500110001,227843,Grayson Comm Serv Dist WTF,,5S,37.57481,-121.17843,37.5693093,-121.1887016,06005055001,1175574,GRAYSON WWTF
5A091007001,206726,Auburn LK Onsite WW Disp,,5S,38.88802,-121.01623,,,,,
2 494011001,247509,Papas Taverna WWTP OWTS,,2,38.181008,-122.533246,,,,,
5D151027001,227503,Golden Hills WWTF,,5F,35.14871,-118.47561,,,,,
5D101140001,210829,Burger King/Texaco Leachfield,,5F,36.833273,-119.914318,,,,,
5A570108001,222947,Esparto CSD WWTF,,5S,38.68755,-122.00709,,,,,
8 330112003,259194,EVMWD Horsethief Canyon WWTP,,8,33.73311,-117.42754,,,,,
5D540102001,273169,Earlimart WWTF,,5F,35.88313,-119.29868,,,,,
5A480101001,220396,Dixon WWTF,,SB,38.398092,-121.811078,38.3917,-121.8044,06005235001,1175722,DIXON WWTF
5C550100001,228057,Groveland WWTF,,5F,37.84458,-120.22898,37.8204,-121.0122,06005159001,1175677,GROVELAND WWTF
5A110103001,229544,Hamilton City CSD WWTP,,5R,39.740081,-121.997972,37.2013,-120.9621,06005299001,1175755,HAMILTON CITY WWTF
5D160103001,273118,Hanford WWTF,,SB,36.2984,-119.64984,36.2983,-119.6489,06005008001,1175528,HANFORD WWTF
5D541020001,236336,Lakeside Trailer Park,,5F,36.05502,-118.92204,,,,,
5C100103001,273114,Firebaugh WWTF,,5F,36.839007,-120.437363,,,,,
5D541048001,246381,Hartland Christian OWTS,,5F,36.65179,-118.95709,,,,,
3 401023001,224429,"Fiero Lane Water Company, Inc.",,3,35.24412,-120.64282,,,,,
8 331058001,259201,Farm MWC WWTP,,8,33.63542,-117.22858,,,,,
5D150106001,256772,Kern Cnty Sheriff's Lerdo WWTF,,5F,35.50525,-119.11562,,,,,
5D151006001,273149,I-5 & Highway 58 WWTF,,5F,35.40468,-119.39708,,,,,
5C201031001,245554,Oak Creek MHP WWTF,,5F,37.26534,-119.70752,,,,,
5A171034001,230282,Hidden Valley Lake WRF,,5S,38.77239,-122.56625,,,,,
9 000000217,251548,Ralph W Chapman WRF,,SB,32.72827,-116.94724,32.7328,-116.9458,06009015003,1176047,Ralph W. Chapman WRF
5B020101002,235088,Kirkwood Meadows WWTF,,5S,38.69093,-120.07189,,,,,
5D540110001,872487,City of Tulare WWTF,,SB,36.2294,-119.366758,,,,,
5C240109001,273170,Franklin WWTF,,5F,37.31903,-120.52354,37.3186,-120.5236,06005051001,1175570,FRANKLIN WWTF
5C221010001,240003,McClure Lake Boat Club Trailer Park,,5F,37.62121,-120.27941,,,,,
1A77141OSIS,220567,Dorris City STP,,1,41.95848,-121.92127,41.967659,-121.910648,06001064001,1175223,DORRIS WWTF
5C200702001,236967,Liberty High School WWTF,,5F,36.92521,-119.90063,,,,,
1A76162OSIS,227962,Grenada Sanitary District STP,,1,41.64724,-122.53064,,,,,
5D160109001,273173,Kettleman City WWTF,,5F,36.00686,-119.94555,35.9425,-119.7719,06005123001,1175654,KETTLEMAN CITY STP
7A360122001,806008,Hi-Desert WD Reclamation Facility,,7,34.12803,-116.37449,,,,,
5D101112001,273148,Hume Lake WWTF,,5F,36.78771,-118.91349,,,,,
5C101005001,230914,Huntington Pines Mutual Water Company,,5F,37.25302,-119.16708,,,,,
5D100107001,273119,Huron WWTF,,SB,36.206021,-120.10357,36.2842,-120.0919,06005056001,1175575,HURON WWTF
7A131006001,248787,Poe Colonia (Cady Subdivision),,7,,,,,,,
5A320101001,227918,Greenville Wastewater Ponds,,5R,40.13955,-120.929264,,,,,
2 215117001,232151,Institute Noetic Science WWTP Mound System,,2,38.187006,-122.602385,,,,,
6B150104001,232625,Inyokern CSD WTF,,6V,35.66359,-117.81366,,,,,
5C201016001,244529,North Fork Mill Housing Facility,,5F,37.23101,-119.49523,,,,,
5B03NC00042,214640,Ione WWTF,,5S,38.35085,-120.95776,38.3528,-120.9334,06005112001,1175643,IONE WWTF
5B340103001,235068,Isleton WWTP,,5S,38.15911,-121.58991,38.155,-121.6114,06005057001,1175576,ISLETON WWTF
5D540104001,273172,Ivanhoe WWTF,,5F,36.3807,-119.23343,36.3899,-119.2177,06005058001,1175577,IVANHOE WWTF
5A04NC00003,248242,Pheasant Landing III HA WWTP,,5R,39.8017,-121.89115,,,,,
5C550101001,233460,Jamestown Sanitary District Wastewater Treatment Facilities,,5F,37.93175,-120.42976,37.8383,-120.0758,06005160001,1175678,JAMESTOWN WWTF
5D100108001,234841,Kerman WWTF,,SB,36.710489,-120.069581,36.711779,-120.074472,06005012001,1175534,KERMAN WWTF
5B031015001,248476,Pioneer Creek MH Community,,5S,38.43186,-120.57187,,,,,
6A180020000,256893,Sierra Army Depot Sewage Treatment Plant,,6T,40.1544823,-120.1376009,,,,,
3 441208240,731257,Pajaro Valley WMA and City of Watsonville Water Reclamation,,SB,36.88617,-121.78613,,,,,
1B80023OMEN,232641,"Irish Beach Subdivision Units 1,2,3,4",,1,39.02469,-123.68795,,,,,
5A171038001,239190,Hoberg's Resort,,5S,38.84168,-122.72446,,,,,
5C240104002,273141,Hilmar CWD WWTF,,5F,37.38664,-120.81392,,,,,
6A180004501,236765,Leavitt Lake Sewage Treatment Ponds,,6T,40.374337,-120.519579,,,,,
6B361111001,230011,Helendale Silverlakes STP,,SB,34.775366,-117.328502,,,,,
5D151163001,234913,Kern Valley Healthcare District WWTF,,5F,35.634783,-118.405137,,,,,
5B10NC00059,793760,Friant Ranch WWTF,,5F,36.96814,-119.72973,,,,,
1A84118ODN,235102,Klamath CSD STP (Del Norte Community Development),,1,41.53492,-124.04454,,,,,
5C500101002,230812,Hughson WWTF,,SB,37.62185,-120.87046,37.619602,-120.874586,06005108001,1175640,Hughson WWTF
5A320121001,205205,Almanor Lakeside Villas WWTF,,5R,40.245633,-121.145583,,,,,
5A570101001,235144,Knights Landing CSD WWTP,,5S,38.78892,-121.71671,38.7956,-121.7219,06005169001,1175684,KNIGHTS LANDING WWTF
